日本語;Romaji;Cara Baca;インドネシア語;Page;Furigana Segment
自家発電設備;Jikahatsuden Setsubi;じかはつでんせつび;Peralatan Pembangkit Listrik Mandiri, Sistem Pembangkit Listrik Sendiri, Alat untuk Menghasilkan Listrik secara Mandiri;139;自:じ|家:か|発:はつ|電:でん|設:せつ|備:び
最小限;Saishōgen;さいしょうげん;Minimum, Paling Sedikit, Batas Terendah;139;最:さい|小:しょう|限:げん
非常照明;Hijō Shōmei;ひじょうしょうめい;Penerangan Darurat, Lampu Darurat, Sistem Penerangan untuk Keadaan Darurat;139;非:ひ|常:じょう|照:しょう|明:めい
普段;Fudan;ふだん;Biasanya, Sehari-hari, Kondisi Normal;139;普:ふ|段:だん
稼働する;Kadō suru;かどうする;Beroperasi, Berfungsi, Bekerja;139;稼:か|働:どう
能力;Nōryoku;のうりょく;Kapasitas, Kemampuan, Daya;139;能:のう|力:りょく
試運転;Shiunten;しうんてん;Uji Coba Operasi, Test Run, Proses Pengujian;139;試:し|運:うん|転:てん
整備;Seibi;せいび;Pemeliharaan, Perawatan, Proses Merawat dan Memelihara;139;整:せい|備:び
構成する;Kōsei suru;こうせいする;Menyusun, Membentuk, Mengorganisasi;139;構:こう|成:せい
主要な;Shuyō na;しゅような;Utama, Penting, Esensial;139;主:しゅ|要:よう
発電機;Hatsudenki;はつでんき;Generator, Alat untuk Menghasilkan Listrik, Perangkat Pembangkit Listrik;139;発:はつ|電:でん|機:き
冷却装置;Reikyaku Sōchi;れいきゃくそうち;Peralatan Pendingin, Sistem Pendingin, Alat untuk Mendinginkan;139;冷:れい|却:きゃく|装:そう|置:ち
燃料タンク;Nenryō Tanku;ねんりょうタンク;Tangki Bahan Bakar, Alat Penyimpan Bahan Bakar, Sistem untuk Menyimpan Bahan Bakar;139;燃:ねん|料:りょう
同様;Dōyō;どうよう;Sama, Serupa, Mirip;139;同:どう|様:よう
始動;Shidō;しどう;Start, Memulai, Proses Memulai;139;始:し|動:どう
圧縮空気;Asshuku Kūki;あっしゅくくうき;Udara Terkompresi, Kompresor Udara, Alat untuk Menghasilkan Udara Terkompresi;139;圧:あっ|縮:しゅく|空:くう|気:き
発電機;Hatsudenki;はつでんき;Generator, Alat untuk Menghasilkan Listrik, Perangkat Pembangkit Listrik;139;発:はつ|電:でん|機:き
機関;Kikan;きかん;Mesin, Motor, Perangkat Penggerak;139;機:き|関:かん
重油;Jūyu;じゅうゆ;Minyak Berat, Bahan Bakar Minyak Berat, Alat untuk Bahan Bakar Minyak Berat;139;重:じゅう|油:ゆ
軽油;Keiyu;けいゆ;Minyak Ringan, Bahan Bakar Minyak Ringan, Alat untuk Bahan Bakar Minyak Ringan;139;軽:けい|油:ゆ
乗用車;Jōyōsha;じょうようしゃ;Mobil Penumpang, Kendaraan Pribadi, Alat Transportasi untuk Penumpang;139;乗:じょう|用:よう|車:しゃ
都市ガス;Toshi Gasu;としガス;Gas Kota, Gas Alam, Alat untuk Gas yang Digunakan di Perkotaan;139;都:と|市:し
ガスタービン;Gasutābin;ガスタービン;Gas Turbine, Turbin Gas, Alat untuk Menghasilkan Tenaga dari Gas;139;
想像する;Sōzō suru;そうぞうする;Membayangkan, Mengimajinasikan, Berpikir tentang;139;想:そう|像:ぞう
液体燃料;Ekitai Nenryō;えきたいねんりょう;Bahan Bakar Cair, Alat untuk Bahan Bakar dalam Bentuk Cair, Sistem untuk Menyimpan Bahan Bakar Cair;139;液:えき|体:たい|燃:ねん|料:りょう
両方;Ryōhō;りょうほう;Keduanya, Dua-duanya, Baik Satu maupun Lain;139;両:りょう|方:ほう
搭載する;Tōsai suru;とうさいする;Memasang, Menginstal, Menempatkan;139;搭:とう|載:さい
防油堤;Bōyutei;ぼうゆてい;Tanggul Penahan Minyak, Alat untuk Mencegah Tumpahan Minyak, Sistem untuk Menahan Minyak;139;防:ぼう|油:ゆ|堤:てい
配管ピット;Haikan Pitto;はいかんピット;Pipa Pit, Lubang Pipa, Alat untuk Menempatkan Pipa;139;配:はい|管:かん

直流電源装置;Chokuryū Dengen Sōchi;ちょくりゅうでんげんそうち;Peralatan Sumber Daya Listrik DC, Sistem Sumber Daya Listrik Arus Searah, Alat untuk Menyediakan Listrik DC;141;直:ちょく|流:りゅう|電:でん|源:げん|装:そう|置:ち
受変電設備;Juhenden Setsubi;じゅへんでんせつび;Peralatan Transformator dan Distribusi, Sistem Transformator dan Distribusi, Alat untuk Transformasi dan Distribusi Listrik;141;受:じゅ|変:へん|電:でん|設:せつ|備:び
制御設備;Seigyō Setsubi;せいぎょうせつび;Peralatan Kontrol, Sistem Kontrol, Alat untuk Mengendalikan;141;制:せい|御:ぎょう|設:せつ|備:び
通常;Tsūjō;つうじょう;Normal, Biasa, Kondisi Standar;141;通:つう|常:じょう
鉛蓄電池;Enchikudenchi;えんちくでんち;Baterai Timbal, Alat Penyimpan Energi Listrik dengan Elektrolit Timbal, Sistem Penyimpanan Energi Listrik dengan Baterai Timbal;141;鉛:えん|蓄:ちく|電:でん|池:ち
開放型;Kaihō-gata;かいほうがた;Tipe Terbuka, Sistem Terbuka, Alat dengan Desain Terbuka;141;開:かい|放:ほう|型:がた
密閉型;Mippei-gata;みっぺいがた;Tipe Tertutup, Sistem Tertutup, Alat dengan Desain Tertutup;141;密:みっ|閉:ぺい|型:がた
バッテリー液;Batterī-eki;バッテリー液;Cairan Baterai, Elektrolit Baterai, Alat untuk Mengisi Baterai;141;液:えき
蒸留水;Jōryūsui;じょうりゅうすい;Air Distilasi, Air Murni, Alat untuk Menghasilkan Air Distilasi;141;蒸:じょう|留:りゅう|水:すい
補給する;Hokyū suru;ほきゅうする;Mengisi Ulang, Menyediakan, Memasok;141;補:ほ|給:きゅう
性能;Seinō;せいのう;Kinerja, Performa, Kemampuan;141;性:せい|能:のう
低下する;Teika suru;ていかする;Menurun, Turun, Berkurang;141;低:てい|下:か
使用状態;Shiyō Jōtai;しようじょうたい;Kondisi Penggunaan, Status Penggunaan, Alat untuk Menilai Kondisi Penggunaan;141;使:し|用:よう|状:じょう|態:たい
目安;Meyasu;めやす;Panduan, Acuan, Alat untuk Menilai;141;目:め|安:やす
著しい;Ichijirushii;いちじるしい;Signifikan, Mencolok, Sangat Terlihat;141;著:いちじる
保守;Hoshu;ほしゅ;Pemeliharaan, Perawatan, Proses Merawat dan Memelihara;141;保:ほ|守:しゅ
負荷;Fuka;ふか;Beban, Beban, Alat untuk Menilai Beban;141;負:ふ|荷:か
整流器盤;Seiryūki-ban;せいりゅうきばん;Panel Penyearah, Alat untuk Menyearahkan Arus Listrik, Sistem untuk Menyearahkan Listrik;141;整:せい|流:りゅう|器:き|盤:ばん
保護装置;Hogo Sōchi;ほごそうち;Peralatan Perlindungan, Sistem Perlindungan, Alat untuk Melindungi;141;保:ほ|護:ご|装:そう|置:ち
表示装置;Hyōji Sōchi;ひょうじそうち;Peralatan Tampilan, Sistem Tampilan, Alat untuk Menampilkan Informasi;141;表:ひょう|示:じ|装:そう|置:ち
負荷電圧補償装置;Fuka Den'atsu Hokyō Sōchi;ふかでんあつほきょうそうち;Peralatan Kompensasi Tegangan Beban, Sistem Kompensasi Tegangan untuk Beban, Alat untuk Menyeimbangkan Tegangan Beban;141;負:ふ|荷:か|電:でん|圧:あつ|補:ほ|償:きょう|装:そう|置:ち
蓄電池盤;Chikudenchi-ban;ちくでんちばん;Panel Baterai, Alat untuk Menempatkan Baterai, Sistem untuk Menyimpan Baterai;141;蓄:ちく|電:でん|池:ち|盤:ばん
アルカリ蓄電池;Arukari Chikudenchi;アルカリちくでんち;Baterai Alkaline, Alat Penyimpan Energi Listrik dengan Elektrolit Alkaline, Sistem Penyimpanan Energi Listrik dengan Baterai Alkaline;141;蓄:ちく|電:でん|池:ち

無停電電源装置;Muteiden Dengen Sōchi;むていでんげんそうち;UPS (Uninterruptible Power Supply), Peralatan Sumber Daya Listrik Tanpa Gangguan, Sistem Sumber Daya Listrik yang Tidak Terganggu, Alat untuk Menyediakan Listrik Tanpa Gangguan;143;無:む|停:てい|電:でん|源:げん|装:そう|置:ち
断たれる;Tatareru;たたれる;Terputus, Terhenti, Tidak Berfungsi;143;断:た
商用交流出力;Shōyō Kōryū Shutsuryoku;しょうようこうりゅうしゅつりょく;PLN, Output AC Komersial, Output Arus Bolak-Balik untuk Penggunaan Komersial, Alat untuk Menyediakan Output AC;143;商:しょう|用:よう|交:こう|流:りゅう|出:しゅつ|力:りょく
交流入力;Kōryū Nyūryoku;こうりゅうにゅうりょく;Input AC, Masukan Arus Bolak-Balik, Alat untuk Menerima Input AC;143;交:こう|流:りゅう|入:にゅう|力:りょく
交流出力;Kōryū Shutsuryoku;こうりゅうしゅつりょく;Output AC, Keluaran Arus Bolak-Balik, Alat untuk Memberikan Output AC;143;交:こう|流:りゅう|出:しゅつ|力:りょく
従来;Jūrai;じゅうらい;Konvensional, Tradisional, Cara Lama;143;従:じゅう|来:らい
計算機設備;Keisanki Setsubi;けいさんきせつび;Peralatan Komputer, Sistem Komputer, Alat untuk Pengolahan Data;143;計:けい|算:さん|機:き|設:せつ|備:び
監視制御設備;Kanshi Seigyō Setsubi;かんしせいぎょうせつび;Peralatan Kontrol dan Pemantauan, Sistem Kontrol dan Pemantauan, Alat untuk Mengendalikan dan Memantau;143;監:かん|視:し|制:せい|御:ぎょう|設:せつ|備:び
故障時;Koshō-ji;こしょうじ;Saat Terjadi Kerusakan, Ketika Terjadi Gangguan, Kondisi Saat Terjadi Masalah;143;故:こ|障:しょう|時:じ
本体故障時;Hontai Koshō-ji;ほんたいこしょうじ;Saat Terjadi Kerusakan pada Perangkat Utama, Ketika Perangkat Utama Rusak, Kondisi Saat Perangkat Utama Bermasalah;143;本:ほん|体:たい|故:こ|障:しょう|時:じ
無瞬断;Mushundan;むしゅんだん;Tanpa Gangguan Sekejap, Tidak Ada Pemutusan Sementara, Kondisi Tanpa Gangguan Sementara;143;無:む|瞬:しゅん|断:だん
切り替え;Kirikae;きりかえ;Beralih, Mengganti, Proses Peralihan;143;切:き|替:り
通常時;Tsūjō-ji;つうじょうじ;Saat Normal, Kondisi Normal, Waktu Normal;143;通:つう|常:じょう|時:じ
整流器;Seiryūki;せいりゅうき;Rectifier, Alat Penyearah, Perangkat untuk Menyearahkan Arus Listrik;143;整:せい|流:りゅう|器:き
インバータ;Inbāta;インバータ;Inverter, Alat Pengubah Arus, Perangkat untuk Mengubah Arus Listrik;143;
負荷;Fuka;ふか;Beban, Beban, Alat untuk Menilai Beban;143;負:ふ|荷:か
